,code,Lat,Lon,he,geometry,dist,dist_to_france
9067,J030,39.967902839,-220.223850057,69.4554259,POINT (15559809.836699018 4449206.592112512),332.63211396374095,7145096.232484905
9069,J032,38.894602876,-220.191148092,51.3350637,POINT (15563450.202790752 4329727.386762913),961.5553665737667,7032935.497105567
9071,J034,38.555543602,-220.444199954,56.4626474,POINT (15535280.598368622 4291983.481032496),172.57505065484426,7008708.989559134
9088,J051,37.397679409,-221.425603254,50.2122865,POINT (15426031.282749783 4163090.628659972),160.46877944457333,6932991.214614232
9091,J054,36.663411988,-223.350060567,89.7313338,POINT (15211801.674613234 4081352.3532481617),844.4477229624356,6948087.463856795
9094,J057,35.549903749,-224.766616423,44.1613799,POINT (15054111.398043085 3957397.1830885676),653.891186355505,6907221.580803364
9107,J070,33.483360212,-224.235586169,52.0296203,POINT (15113225.415514186 3727350.6088475967),189.42248786949028,6675826.351136081
9109,J072,35.586469497,-225.668663572,53.7471755,POINT (14953695.96874488 3961467.6635364024),605.8423309247275,6957332.394824173
9111,J075,35.002811697,-227.791024618,64.9056596,POINT (14717435.81782468 3896495.1744428794),567.3199683967374,7014740.043806246
9115,J079,33.996556018,-229.08637157,75.5338008,POINT (14573238.45472742 3784479.30464876),137.9110819568052,6991856.626696885
9121,J085,32.755738317,-227.033590556,74.4509254,POINT (14801752.991916 3646352.11000616),714.9584648365359,6756058.698888669
9122,J086,33.469008186,-227.718819934,191.7896662,POINT (14725473.606480453 3725752.948621425),644.6387088410613,6863163.66117681
9127,J091,33.476072139,-230.149708695,39.1194348,POINT (14454868.30743084 3726539.3042723727),123.81015805240668,7005264.3053603
9136,J101,45.335826241,-217.830263659,45.4930742,POINT (15826262.655694077 5046761.09184045),262.6791189149975,7615371.329929093
9137,J102,45.275968482,-218.961788596,65.109621,POINT (15700301.875887351 5040097.756588544),293.99113786701156,7649511.117395736
9139,J104,44.892461199,-218.258602595,38.7219455,POINT (15778580.183451625 4997405.921129472),911.6435498447075,7583701.249370008
9150,J115,43.661823336,-214.868564954,38.7856198,POINT (16155957.447417779 4860411.940869389),763.9388492276017,7339453.601538737
9152,J117,43.404679928,-218.568824734,75.9933863,POINT (15744046.412905348 4831786.8676299825),952.8597836418072,7438444.365875522
9154,J119,43.366853082,-214.198867501,48.5556925,POINT (16230507.82687129 4827576.002394946),684.7001752846326,7287294.563904243
9161,J126,43.05682814,-219.500828143,60.6901951,POINT (15640296.267997874 4793064.183718293),94.08814790399248,7437198.217320792
9166,J131,42.786434343,-219.766796955,72.7827522,POINT (15610688.755279142 4762964.083922593),148.00346640690023,7419303.792210342
9176,J141,42.481279406,-217.939777495,41.2786671,POINT (15814071.631235743 4728994.391722699),942.7931726636299,7318300.420785539
9177,J142,42.247726548,-217.432548481,62.4934904,POINT (15870536.1067898 4702995.406496826),648.487743108686,7275358.565086842
9181,J146,42.098605984,-219.431143589,88.7900902,POINT (15648053.517065313 4686395.3812455395),990.1154598170397,7334496.859910625
9185,J150,41.455297635,-219.119494223,53.8053572,POINT (15682746.165794471 4614782.623411798),570.8701077011264,7255275.917957612
9186,J151,41.043221518,-219.364108021,45.4277574,POINT (15655515.882360112 4568910.519899289),567.5466963967372,7221907.592603965
9189,J154,40.577642611,-220.071883472,48.0082847,POINT (15576726.679558806 4517082.51304796),457.73900245362603,7201945.600167217
9193,J158,40.405200261,-218.286865346,59.4150317,POINT (15775433.988401894 4497886.318454764),919.3210325071071,7113534.54163759
9202,J167,39.458160841,-218.044743238,68.6022601,POINT (15802386.898174249 4392462.372459208),29.29528086937463,7005267.866935213
9206,J171,39.023782138,-218.26015426,106.7717671,POINT (15778407.452893943 4344107.556429804),548.9565484022374,6968235.643101559
9226,J191,39.206062277,-220.092283383,47.294404,POINT (15574455.77185406 4364398.888685012),820.8913658008411,7060939.9471468935
9249,J214,36.800309552,-219.246087592,75.9234552,POINT (15668653.856419588 4096591.720363482),859.9358849519903,6777347.965368191
9262,J227,35.002791611,-220.025111173,46.0468762,POINT (15581933.348066716 3896492.9384795884),436.53340199480505,6626299.611542182
9267,J232,38.319346349,-221.486913412,85.7048279,POINT (15419206.26718077 4265690.123101766),400.89938154613947,7029759.588848637
9268,J233,38.06327969,-221.528318867,45.9484032,POINT (15414597.033014107 4237184.913012752),619.3011413181617,7005454.446861486
9272,J237,37.667523482,-221.219494618,67.9665101,POINT (15448975.1911574 4193129.5334599153),363.9726601244009,6951345.03782963
9276,J241,37.231122018,-221.666429151,77.4037525,POINT (15399222.66652591 4144549.544705996),586.299669454254,6926871.328558336
9280,J245,37.045173305,-222.12615354,51.8758192,POINT (15348046.381637186 4123849.8286611713),585.6021413946472,6928975.762896687
9288,J253,37.446027259,-222.729951154,49.940127,POINT (15280831.938704511 4168472.6867029215),936.7691110386774,6997536.328279662
9290,J255,36.394456065,-223.61105783,47.5644914,POINT (15182747.592197634 4051412.3168539675),199.45942070202008,6933752.937704529
9294,J259,35.945004628,-224.010236855,113.7425429,POINT (15138311.186399281 4001379.611750822),341.4155260843862,6908460.821922982
9331,J296,34.986495777,-221.484322635,54.1713141,POINT (15419494.671157164 3894678.894536656),160.53689094416723,6690842.244508893
9339,J304,34.823355419,-223.132357971,73.5914459,POINT (15236036.21674433 3876518.1929562637),329.88248614856286,6753222.457368334
9340,J305,34.794870955,-222.881002089,57.596885,POINT (15264017.025536465 3873347.3169282647),766.3712036633412,6738078.407090581
9349,J314,34.253439179,-223.179386073,55.4878935,POINT (15230801.072376711 3813075.4073246466),662.1031709459452,6698671.007698744
9350,J315,33.875135679,-223.914098814,55.8787749,POINT (15149013.224169262 3770962.8543393337),508.63069208062774,6698024.878317153
9351,J316,33.741273222,-223.989099769,62.2539667,POINT (15140664.156049656 3756061.3537897565),968.1810198891053,6688611.4319018405
9362,J327,35.752353029,-224.826785433,65.3403125,POINT (15047413.41448835 3979933.7338496316),669.3161185496549,6930326.899206341
9394,J359,34.57705381,-224.9759256,50.4186374,POINT (15030811.207041087 3849100.02326082),362.11576151002845,6821945.963194966
9395,J360,34.493319538,-225.139028068,50.3179972,POINT (15012654.723356197 3839778.7667398346),40.96560115644128,6822205.19185557
9404,J369,34.271462663,-224.934025728,88.4416458,POINT (15035475.479456432 3815081.7723858478),254.29734176205383,6789692.427475954
9412,J377,33.505617672,-224.400796046,69.7646197,POINT (15094834.336132526 3729828.2979611484),124.39848012243303,6686580.703642052
9418,J383,36.093209759,-227.015622931,40.3572368,POINT (14803753.138781764 4017877.731466692),150.76075954783153,7078229.746649247
9432,J397,34.438569067,-226.203266944,59.5908744,POINT (14894184.193597468 3833683.972187423),437.49170488172035,6873261.504449215
9442,J407,34.439859846,-228.583455252,53.7413185,POINT (14629222.84315881 3833827.661048429),307.08548696406166,7005216.787342026
9458,J423,33.725088434,-225.466994526,44.4304686,POINT (14976145.664254364 3754259.671431),954.0954346247152,6764209.205224151
9459,J424,33.618498967,-225.627973221,51.6389879,POINT (14958225.597898403 3742394.186240634),830.6246751497589,6762404.26088356
9460,J425,34.47237454,-225.685795897,44.0870155,POINT (14951788.807049772 3837447.1802278077),507.61023790482363,6848930.106714336
9469,J434,33.722597195,-227.316030771,89.2458795,POINT (14770311.891002662 3753982.347974076),387.8344498246028,6864884.758126315
9476,J441,33.527760201,-225.71919788,49.3221506,POINT (14948070.515310729 3732293.193014303),963.8822815077378,6758454.917705506
9479,J444,33.427796126,-225.992866561,45.7325782,POINT (14917605.857095743 3721165.2430876824),696.3971600911431,6763511.684867393
9483,J448,32.991231958,-227.000768174,60.1096672,POINT (14805406.762766862 3672567.142207334),445.1865662800781,6776858.005783435
9491,J456,34.655551754,-230.517939672,67.8933827,POINT (14413877.022576883 3857838.374415219),468.7533201394104,7138142.889065929
9493,J458,33.742655376,-230.265274921,127.9475065,POINT (14442003.533999618 3756215.2144692354),659.7364006381978,7037210.64421982
9496,J461,32.870686513,-229.728668071,43.3084416,POINT (14501738.3352978 3659148.084652486),560.9377938250121,6923247.25519022
9498,J463,32.636914538,-229.845393927,71.1755375,POINT (14488744.47244547 3633124.7074337476),822.6748047319145,6908294.770422282
9502,J467,32.326241361,-230.012702207,66.6337719,POINT (14470119.799910372 3598540.727566979),309.2859062721348,6889300.451355019
9508,J473,33.239435608,-228.20193458,54.4198369,POINT (14671693.530092956 3700197.0461383658),925.0438568657056,6868750.666200149
9522,J487,31.768683681,-230.204558923,51.5249744,POINT (14448762.407979982 3536473.6905414998),133.64765842188083,6849001.99937353
9526,J491,31.106204808,-229.276940828,368.1084123,POINT (14552024.38196601 3462726.879737838),227.28981213379777,6730783.687729937
9529,J494,28.399088164,-230.510976038,199.3617563,POINT (14414652.21076784 3161372.033409762),760.0519352300286,6558634.3810242545
9531,J496,26.69481012,-232.101551016,71.4266574,POINT (14237590.21414836 2971652.669381526),78.21683583115679,6511539.305410522
9532,J497,25.831211166,-228.772198171,54.8313703,POINT (14608212.077524893 2875517.2735726424),866.9961642542731,6213506.094776767
9534,J499,24.454168344,-237.057157635,47.4337241,POINT (13685934.608749498 2722225.5678270697),489.7381036762821,6676979.906652385
9536,J501,45.137711585,-218.832903084,56.3451455,POINT (15714649.34545382 5024707.069215845),148.5150882717836,7630264.801922891
9562,J527,42.060505353,-220.553851631,59.4772532,POINT (15523074.229520353 4682154.038403718),529.7444042360718,7375205.3220512625
9563,J528,42.12314352,-219.333131899,45.6779586,POINT (15658964.128487896 4689126.887258382),176.28521450927704,7333246.747305006
9569,J534,41.185078632,-219.509233414,45.0851001,POINT (15639360.597510172 4584701.981595172),205.3383791182469,7242404.842018831
9570,J535,41.145546358,-219.178015082,57.2443353,POINT (15676231.653569808 4580301.268983591),529.9695207361746,7225257.549756425
9571,J536,40.913398257,-219.128362329,48.170462,POINT (15681758.972750256 4554458.660591646),186.17707201127354,7199121.288455493
9615,J580,35.836840962,-223.944017353,78.1182544,POINT (15145682.707642507 3989338.887529368),260.1578317451207,6894397.423959738
9630,J595,34.737613231,-220.641414509,86.5369546,POINT (15513326.774529003 3866973.416248603),788.6580937811043,6626884.935610672
9634,J599,34.093763721,-220.43823637,80.435548,POINT (15535944.461502805 3795300.416647904),895.97455442312,6552222.39247548
9636,J601,33.884123533,-220.387147291,466.3551857,POINT (15541631.671762183 3771963.377669938),934.9434300161706,6528600.827062735
9637,J602,32.463501402,-220.235383232,381.1940534,POINT (15558525.969530782 3613820.4454373624),351.3103650204994,6377591.394210054
9638,J603,26.635150229,-217.837240665,83.5824682,POINT (15825485.978938898 2965011.360694624),457.1820487935722,5676611.148615021
9640,J605,24.750805214,-218.711168435,213.9151953,POINT (15728200.784592396 2755247.0331459804),100.71541005931213,5530081.712718345
9687,J652,34.025390277,-224.832255539,47.1562894,POINT (15046804.485073844 3787689.1196780414),674.853485013163,6760183.95636867
9691,J656,35.563534583,-226.86211201,43.9836148,POINT (14820841.896338692 3958914.5605885345),836.7155699534908,7018341.479289102
9702,J667,34.210068986,-227.115616131,46.6895425,POINT (14792621.946674975 3808247.459524281),127.48626160486272,6900791.190810317
9707,J672,33.909933486,-227.64166426,39.6680889,POINT (14734062.536821945 3774836.528495296),302.7906587954779,6901141.988468503
9715,J680,33.611594507,-227.512745222,196.9334531,POINT (14748413.73848566 3741625.5852692313),250.4075703319859,6865227.455884385
9726,J691,33.255789852,-230.874489217,92.0745392,POINT (14374186.108784916 3702017.5922527546),659.1892570531061,7028341.169194967
9727,J692,32.885628352,-230.973658124,60.7434818,POINT (14363146.67655515 3660811.40256148),383.96414928509944,6999933.04969614
9728,J693,32.795701275,-229.83357306,144.0758672,POINT (14490060.365340648 3650800.7661413127),201.6441184779631,6922478.700249422
9731,J696,32.722573949,-229.647726059,70.7390693,POINT (14510748.75885742 3642660.2694479194),617.3138434092099,6904498.827689525
9741,J706,33.349852598,-228.411568324,39.3689583,POINT (14648357.208457792 3712488.6092400914),180.8695240113565,6891330.673953825
9752,J717,32.197073889,-229.820346228,122.2437032,POINT (14491532.769543692 3584161.870356885),380.43140392802815,6865600.547736409
9754,J719,31.624098005,-229.348108977,42.4200244,POINT (14544101.979858628 3520378.4867131785),461.06674565116265,6783509.94332146
9756,J721,31.552221713,-229.362644511,80.327277,POINT (14542483.891615339 3512377.25448763),323.88985526253896,6777658.818147089
9757,J722,31.496152806,-229.300597054,39.9479336,POINT (14549390.9829336 3506135.692311055),399.09618042215016,6768671.0468717795
9760,J725,30.461389447,-229.801753627,94.1166927,POINT (14493602.488419533 3390946.3620956372),806.1405827941671,6702925.237780994
9762,J727,30.395756528,-229.575621119,40.8538905,POINT (14518775.444061903 3383640.1389732813),375.0523537605726,6682896.1523973765
9763,J728,30.236353279,-229.445453038,88.4725489,POINT (14533265.688556356 3365895.4504638077),418.4030014966204,6660098.936749023
9765,J730,28.48721889,-230.30642795,41.2174547,POINT (14437422.399766738 3171182.7009513243),711.8787598299245,6553484.2241729405
9766,J731,28.37113133,-229.971044734,37.1405859,POINT (14474757.088592466 3158259.8928846903),122.56372901216142,6521447.56377465
9767,J732,28.293980505,-230.078329333,40.5792235,POINT (14462814.221661825 3149671.5023314096),86.93714599926642,6521276.331426388
9770,J735,27.401239219,-231.349275668,60.0424076,POINT (14321333.122824049 3050291.996963757),28.585668288774425,6523668.579974528
9772,J737,26.859344365,-231.751638316,96.01239,POINT (14276542.317734456 2989968.5377529818),352.17173604264053,6502389.819231925
9774,J739,26.582876653,-232.768370583,59.9253742,POINT (14163360.199498927 2959192.2928323606),390.76075692874014,6547342.714358812
9778,J743,26.347830277,-233.260853782,44.4137674,POINT (14108537.220562002 2933027.049943236),600.7320873327232,6560974.312047211
9779,J744,26.178793942,-232.654747879,150.1826865,POINT (14176008.621050758 2914210.011205475),321.9895387451006,6504202.783948888
9780,J746,25.953726768,-228.709327295,72.696521,POINT (14615210.831426935 2889155.648001514),245.01192393652707,6220565.6980988085
9783,J749,24.536624419,-235.698712564,42.9144091,POINT (13837156.02232385 2731404.5361088817),813.2651710565461,6582212.297793279
9784,J750,24.338877488,-235.827352295,46.8155045,POINT (13822835.912973149 2709391.4484440293),520.5149000169122,6575343.50257827
9793,J759,35.16086654,-220.386157449,68.3802809,POINT (15541741.86046959 3914089.7590830512),171.60029996344645,6658481.907569017
9808,J774,32.524533689,-229.914813194,60.2944354,POINT (14481016.754991787 3620614.5285481517),895.586637037464,6901939.860607187
9811,J777,31.415891836,-229.864237507,41.9106389,POINT (14486646.814715149 3497201.08200008),11.190746291239527,6795376.400535121
9815,J781,44.639926329,-218.206083341,37.3199546,POINT (15784426.600063749 4969293.867993526),219.32743509032636,7555201.672699288
9817,J783,44.148753363,-218.335401218,82.0573499,POINT (15770030.999845646 4914616.743526983),19.338880196952655,7508124.277347491
9819,J785,43.62432919,-218.629416305,52.9702824,POINT (15737301.390075263 4856238.11162894),290.17199797508556,7463748.102236039
9849,J815,35.117152606,-221.390026292,54.2884559,POINT (15429991.692043593 3909223.5462096),227.6366973317021,6699690.780222276
9862,J828,33.367968506,-227.953906193,89.386064,POINT (14699303.923836078 3714505.2628939087),537.5331364653189,6866838.891862753
9873,J840,34.836165731,-221.668782214,46.4936146,POINT (15398960.724750947 3877944.230365007),398.4632240198636,6684263.780837293
9881,J848,45.514113712,-218.04475023,35.8268393,POINT (15802386.119828366 5066607.96232699),41.483126970713634,7641722.086403483
9892,J859,44.065032642,-215.00649576,96.3003822,POINT (16140603.06032915 4905296.995496418),688.5807441867476,7386843.806157079
9902,J869,43.555994362,-214.779632686,48.0183012,POINT (16165857.342206629 4848631.1133725345),843.0527745869222,7325371.758608562
9908,J875,43.320704658,-219.621724129,56.4280337,POINT (15626838.1883974 4822438.783334354),478.3431687389591,7469415.639521861
9909,J876,43.240529117,-218.654041679,40.593335,POINT (15734560.10598099 4813513.682936159),844.6963841621741,7424373.762953042
9915,J882,43.140395702,-218.796707527,42.4128583,POINT (15718678.616428038 4802366.882166968),434.8733177241348,7419195.050182907
9921,J888,42.68533637,-219.988223502,41.9677458,POINT (15586039.664818982 4751709.909048001),428.23287160770485,7417464.545495573
9925,J892,41.740592055,-219.070667403,61.9227918,POINT (15688181.542533934 4646541.452972361),578.0314623921955,7283160.13401444
9926,J893,41.711325174,-219.464973824,56.044144,POINT (15644287.552531695 4643283.478682334),530.4277011087596,7295451.384701647
9927,J894,41.466160054,-218.905533201,91.1503454,POINT (15706564.197813123 4615991.822363662),320.40629107413037,7248134.073121914
9928,J895,41.19966378,-219.016186529,43.0124059,POINT (15694246.325685585 4586325.592843677),493.4324108122739,7224594.748907255
9929,J896,41.160934054,-218.61430714,51.0504679,POINT (15738983.334629372 4582014.219466794),570.4553591733231,7205062.585291873
9930,J897,41.12172351,-219.706471441,88.9374461,POINT (15617404.160779465 4577649.321674987),775.1975757543016,7243655.907595544
9954,J921,40.339396275,-219.972434152,47.7616921,POINT (15587797.327220945 4490561.052241077),701.7629288556745,7173212.35525663
9958,J925,39.527564736,-219.946073705,77.8870595,POINT (15590731.758758068 4400188.378709678),453.0067920935984,7088106.250972946
9999,J966,36.919508075,-222.97356793,48.2937781,POINT (15253712.643251492 4109860.839247152),95.47893836440885,6955866.121452429
10001,J968,36.75795057,-222.845526461,44.3278012,POINT (15267966.154380996 4091876.3400567197),414.26715573491157,6933527.289529663
10008,J975,36.109733405,-223.951052351,47.7723557,POINT (15144899.575247418 4019717.1353254607),510.97911256916973,6921961.172258236
10031,J998,34.740051503,-223.061520117,61.0258657,POINT (15243921.850580495 3867244.8434460578),556.9063639247909,6741422.612372333
10043,JAGA,54.82957348,-341.687259134,77.5029867,POINT (2038564.988232295 6103600.200205977),974.1352679552512,1301677.2191448142
10081,JCH2,27.079186963,-217.784644109,291.2307508,POINT (15831341.000770295 3014441.3038170123),815.8669362277044,5719047.026245166
10114,JGC4,35.365105555,-335.514350796,53.8634824,POINT (2725730.0011320086 3936825.5422329707),725.5356868158441,1821391.3044667135
10186,JPA1,37.040741083,-337.907766637,62.5068382,POINT (2459296.1684553255 4123356.4359650486),935.8595812958732,1505163.164449817
10227,JUBA,27.103316723,-310.437504236,-12.0586557,POINT (5517271.790892259 3017127.416413176),808.197698261939,4310305.363335856
10229,JUKB,37.058073439,-230.57122357,67.4000071,POINT (14407945.486184046 4125285.8650092157),375.33042295020886,7368972.063294785
10233,JUMN,37.897828151,-231.166225118,65.9750347,POINT (14341710.21683948 4218766.931940308),559.8584927795806,7483234.340493671
10253,K201,33.18989994,-230.633927014,67.994072,POINT (14400965.370726986 3694682.7608005004),510.1382435502533,7007590.631536009
10255,K203,28.243642946,-230.831191377,41.3161284,POINT (14379006.002286164 3144067.950895753),646.6854500378843,6565297.4184572045
10288,KAEO,21.215417538,-157.226743517,172.8666025,POINT (-17502401.027397066 2361689.477296846),446.53475747717874,3732618.608058779
10289,KAEP,19.280903595,-155.121414392,38.1466737,POINT (-17268036.861249816 2146340.3702295977),293.1479470052054,3431146.7408133624
10302,KAL1,40.641903189,-337.143124175,53.663305,POINT (2544415.7779640784 4524235.967869001),178.66758387029753,1489694.4587589588
10303,KAL2,40.642787422,-337.151539354,50.3972971,POINT (2543479.0045228694 4524334.400236303),720.0504534006227,1488752.5581121687
10362,KARB,41.347119316,-331.317227717,93.6058014,POINT (3192951.605082983 4602740.268025845),87.50470942446366,2130643.2472865707
10387,KAV1,40.933800058,-335.612687171,121.1860242,POINT (2714783.245940547 4556729.778690232),178.40082527287197,1656127.268500676
10389,KAW2,-12.766973125,-314.774931342,-7.3880434,POINT (5034431.614099395 -1421212.9472464086),209.84297839185288,209.8429783918529
10452,KEPC,1.267035826,-256.19284982,36.7229882,POINT (11555759.098738475 141045.78296715478),261.4871152514106,5242156.326790321
10510,KILL,54.242712838,-5.639814886,79.8560452,POINT (-627821.3212778443 6038271.172371924),253.97267880401873,635960.1607523707
10515,KIMN,24.407429053,-241.710808003,51.6861819,POINT (13167892.619453808 2717022.5737529113),853.4924506237807,7034995.541671479
10546,KISM,35.495414337,-336.345828123,46.0285858,POINT (2633170.368484215 3951331.449491102),771.9537117350347,1730397.2913049725
10565,KLAT,51.598761831,-55.527628726,14.9733989,POINT (-6181307.35473627 5743947.89259032),238.9954907831722,504674.7238437269
10587,KLN3,58.920845463,-337.933726013,29.9963765,POINT (2456406.3839376993 6559038.5140503235),420.4825381435101,1900638.6136771345
10667,KOHG,34.453776939,-232.480814355,39.6359752,POINT (14195370.812374316 3835376.904754512),673.1879437361928,7238143.792615403
10672,KOK5,21.983493529,-159.758168089,23.8755929,POINT (-17784197.92173369 2447191.305505505),414.78876892761787,3951085.3992163683
10673,KOK6,21.983771717,-159.758255819,23.8550926,POINT (-17784207.687792614 2447222.2732520094),420.3712134849924,3951116.769695245
10682,KOL0,54.176830973,-344.422901681,51.2042551,POINT (1734034.6529078365 6030937.236707612),828.2730288981752,1005871.213656343
10683,KOL1,54.175888101,-344.448867106,53.9512724,POINT (1731144.1950186042 6030832.276676688),479.1079043569435,1003452.114146351
10701,KOP1,45.54846454,-346.268691472,68.6727179,POINT (1528562.2732622956 5070431.879008277),238.6944213293873,553863.6525454611
10706,KOPR,45.549163272,-346.270067697,72.4603049,POINT (1528409.0725960769 5070509.661498719),145.39578975261787,553772.272932399
10707,KOR1,36.797501583,-338.043703653,28.4031824,POINT (2444163.729054248 4096279.138684238),378.9179168567941,1500616.4690014129
10750,KPVA,37.165136558,-75.988442748,-34.1754898,POINT (-8458994.752881182 4137204.076899036),855.1271387228592,2432146.676886336
10765,KRDG,44.911887415,-324.801886474,64.7017527,POINT (3918236.0745981517 4999568.437602632),37.78976989963557,2868869.67194271
10783,KROR,7.341024281,-225.524708565,92.3667855,POINT (14969720.966821263 817199.0848619773),537.9478822385028,4420124.12368614
10787,KRP1,35.480525141,-332.879715172,49.1394071,POINT (3019016.297221503 3949673.991774061),287.12867589436166,2090343.1771007574
10802,KRUI,-5.090181071,-256.145300381,60.3813984,POINT (11561052.278075457 -566636.3648692799),793.8762710008077,4674648.1259869635
10855,KSOC,39.278016545,-74.570264539,-19.7372239,POINT (-8301123.876801184 4372408.801159174),558.8078418798771,2191099.6813123953
10887,KTET,-2.362548398,-260.159286971,34.714595,POINT (11114217.334825639 -262997.6846398242),486.7649702945926,4662670.563547532
10913,KUGL,67.818218333,-115.132338204,8.3405686,POINT (-12816473.262708237 7549489.531336611),457.81090734464743,6435348.125592658
10924,KULE,19.248665952,-155.323257162,57.8385549,POINT (-17290505.895626523 2142751.6922264625),823.0196842910508,3438550.469491678
10948,KURU,41.846126055,-327.282257341,74.5022788,POINT (3642122.4527052464 4658289.444113738),87.06320386305092,2578171.6887564315
10951,KUSN,36.005470189,-233.238444278,49.1115252,POINT (14111031.83513621 4008110.607211872),906.6930606721983,7428677.678117724
11054,LAB1,5.282641581,-244.755225275,57.3856226,POINT (12828989.638972526 588060.9708402936),515.2551484198369,6057116.9827287905
11113,LAIS,-3.529225651,-257.966061104,20.0429832,POINT (11358366.121534707 -392871.60236387944),44.18349467518524,4690810.070798317
11127,LAL1,28.184186028,-14.150119589,62.2607893,POINT (-1575184.1073114057 3137449.2370598554),287.4855321981585,2175564.223074647
11142,LAM8,38.320392888,-338.026852576,42.9109328,POINT (2446039.5823652116 4265806.623290342),559.8893188584407,1445655.962982907
11152,LAMT,41.00451782,-73.908907335,88.941045,POINT (-8227501.929619442 4564602.043946112),243.61314422084024,2054742.2611205624
11164,LAN9,-31.046449752,-244.653420873,-9.906207,POINT (12840322.453163676 -3456074.9773315946),633.2255134848397,4271737.686346871
11171,LANI,54.192728388,-133.006440831,74.0789561,POINT (-14806209.26553259 6032706.928850341),51.4701673770858,5555939.011708337
11223,LAV2,45.659247101,-73.747743882,3.3386207,POINT (-8209561.296096996 5082764.137287572),51.30070615680628,1935987.8319857996
11227,LAVI,64.82603326,-13.826858363,88.6074098,POINT (-1539198.832239876 7216401.012651017),520.0344916235299,2062461.9159549451
11230,LAVR,65.585018257,-171.010320436,12.3211981,POINT (-19036781.791330066 7300890.83603679),105.63725969100308,8789980.94506899
11243,LBHU,0.077106219,-261.308163171,7.8323294,POINT (10986325.021257127 8583.425036074635),671.9426736942288,4831114.693279394
11325,LEAR,-22.218544084,-245.89688852,1.0147556,POINT (12701900.267881727 -2473357.013598781),307.2960538837901,4422710.091063732
11391,LEPA,9.945374047,-85.031194081,20.9320972,POINT (-9465629.226640936 1107113.9746606783),879.4138589084254,2598635.081164475
11413,LEUC,54.497719994,-348.758905655,47.1741144,POINT (1251352.8984445494 6066658.439126484),265.4851798660421,703338.9236483702
11422,LEWK,2.923593894,-264.195938712,6.4823275,POINT (10664859.318507731 325452.98356640385),859.4501971041007,4970252.407895348
11430,LFKD,38.834537504,-339.287881052,30.839934,POINT (2305662.534541074 4323040.940137565),547.2231872824498,1294756.6839700171
11456,LGT1,1.453321442,-256.193602403,54.6890315,POINT (11555675.321582133 161783.00288238606),530.1938279680656,5259335.103106605
11474,LHWA,1.383569442,-262.86551624,18.593825,POINT (10812961.270630702 154018.24576057363),550.1226281942286,4878700.1646322
11493,LIE1,56.510626753,-338.99360827,51.3560203,POINT (2338420.830787635 6290734.194552703),556.513062008994,1654993.7124402926
11514,LINA,38.577101682,-345.16485634,156.1590018,POINT (1651440.6380762614 4294383.315520577),813.8720342517984,696124.1758523715
11547,LIZ1,49.96006382,-5.203043998,124.3311491,POINT (-579200.2084323582 5561528.86444185),280.8122641413874,163936.29608814247
11570,LKTH,-51.698410757,-57.850742751,66.1531933,POINT (-6439915.225053982 -5755040.760290736),764.8190023876092,6004265.161082712
11709,LOUP,47.826575504,-69.557353245,24.1640461,POINT (-7743089.144161255 5324030.031491331),470.11818211863834,1467255.3542697236
11742,LOYR,39.56909944,-75.987503003,-16.0111847,POINT (-8458890.140946306 4404812.000809207),669.3896043606226,2326088.4803807572
11820,LSAM,11.250701685,-74.220482552,25.4354385,POINT (-8262186.324119686 1252422.382641225),701.6140986374573,1447674.349637308
11867,LTO1,26.010678303,-111.340260959,-25.7363819,POINT (-12394341.154746078 2895495.463877609),307.97197903041206,1763455.2638587365
11876,LUAR,43.547253365,-6.528104669,131.9552682,POINT (-726705.2875982717 4847658.070037469),755.6823703119775,527076.9292718376
11920,LVI1,-31.909239804,-71.513845098,29.3446454,POINT (-7960884.820978404 -3552120.3265817366),852.1854168396904,4245741.355956577
11927,LVR1,65.578847787,-171.007662977,15.0173556,POINT (-19036485.96434738 7300203.942458435),839.0549130642214,8789314.793912036
11928,LVR2,65.578868419,-171.00769173,15.0149204,POINT (-19036489.165116698 7300206.239202171),836.1423658667318,8789316.877084034
11934,LWCK,46.278132944,-124.053846231,39.0512337,POINT (-13809610.99338198 5151658.194189498),418.33665085242734,4330709.133739249
11946,LYN1,53.416288198,-4.289177514,100.8821869,POINT (-477469.05678043904 5946274.002268108),941.8334270159173,487439.0609563149
12015,MAFE,40.847375114,-345.741666869,95.1670773,POINT (1587230.3837037764 4547108.997932315),978.0138745542345,542430.8492680212
12021,MAG2,15.889884267,-61.306103473,22.096989,POINT (-6824564.221134101 1768853.825366489),469.65150504189063,0.0
12027,MAGI,-19.157856957,-213.149565118,68.1912709,POINT (16347315.633835018 -2132642.8811436137),244.5491470499652,1867063.8492943363
12038,MAHU,20.191945712,-155.894748621,98.6097115,POINT (-17354124.033835106 2247757.114785264),511.161188303348,3561165.3451593895
12076,MALX,57.00607056,-5.828362983,68.5711748,POINT (-648810.399425925 6345886.746864623),599.7536691391829,919202.6239483885
12129,MARA,40.003565009,-344.311286185,146.6428428,POINT (1746459.6330871969 4453176.486717496),232.72702335807935,722290.4680615615
12139,MARM,40.093748164,-336.219510207,56.8515948,POINT (2647232.014571398 4463215.6296102265),763.3848668455084,1599472.6414875751
12143,MARR,42.651855817,-70.610020896,5.390739,POINT (-7860271.571045127 4747982.870936563),936.4107343083537,1649402.3826956507
