site_id;status;four_char_id;domes;date_installed;date_removed;X;Y;Z;Latitude;Longitude;Elevation;primaryDataCenter;secondaryDataCenter;SiteContact;location;state_province;country
JANU00FRA;Active;JANU;19815M001;2005-10-14T00:00Z;;4495453.579;528892.926;4482123.466;44.910364930986;6.7100383799387;2583.874;RENAG (ftp://renag.unice.fr);IGN ( ftp://rgpdata.ign.fr and ftp://rgpdata.ensg.ign.fr);OSUG;Montgenevre;Hautes-Alpes;France (FRA)
JOUX00FRA;Active;JOUX;19949M001;2000-04-19T00:00Z;;4373976.918;443957.299;4606479.658;46.528571413889;5.7956555666667;845.5;RENAG;OSU-THETA;THETA;Chatel-de-Joux;JURA;France (FRA)
LACA00FRA;Active;LACA;19995M001;2005-06-01T00:00Z;;4615743.394;219900.294;4383435.001;43.680992118282;2.7275865215797;1315.55;RENAG (ftp://renag.unice.fr);IGN ( ftp://rgpdata.ign.fr andftp://rgpdata.ensg.ign.fr);OREME;Lacaune;Tarn;France (FRA)
LEBE00FRA;Active;LEBE;19987M001;2005-05-16T12:00Z;;4424275.168;435725.894;4559438.543;45.916078386589;5.6246514413609;940.579;RENAG;;OSUG;Sutrieu;Ain;France (FRA)
LFAZ00FRA;Active;LFAZ;19997M001;2005-01-10T15:11Z;;4489171.827;424229.894;4497263.228;45.116630694266;5.3984594374644;1071.185;RENAG;;OSUG;Le Faz ( Presles );Isere;France (FRA)
LNE100FRA;Active;LNE1;18319M001;2020-01-29T00:00Z;;4210104.09;145801.21;4773229.31;48.760734042165;1.9834323731229;224.689;RENAG (ftp://renag.resif.fr);IGN ( ftp://rgpdata.ign.fr and ftp://rgpdata.ensg.ign.fr);LNE-SYRTE;Trappes;Yvelines;France (FRA)
LROC00FRA;Active;LROC;10023M001;2001-11-23T00:00Z;;4424632.8;-94175.5;4577543.9;46.158939577838;-1.219320185566;57.894;IGN;BKG;OASU;La Rochelle;CHARENTE MARITIME;France (FRA)
LUCE00FRA;Active;LUCE;19974M001;2007-10-31T00:00Z;;4287689.411;546846.755;4675410.776;47.438352324788;7.2681958564419;741.613;RENAG;IGN;EOST;Lucelle;Haut-Rhin;France (FRA)
MAKS00FRA;Active;MAKS;19978M001;2007-05-01T00:00Z;;4250693.043;524293.824;4712062.017;47.923006429353;7.0315267191777;1237.204;RENAG;IGN;RESIF;Fellering - lieu dit Markstein;Haut-Rhin;France (FRA)
MAN200FRA;Active;MAN2;10091M002;2008-01-23T00:00Z;;4274276.05;11584.22;4718385.97;48.018615419828;0.15528367426599;168;IGN;BKG;CNAM;Le Mans;Sarthe (72);France (FRA)
MANS00FRA;Decommissioned;MANS;10091M001;1998-04-21T00:00Z;2008-01-26T00:00Z;4274276.05;11584.22;4718385.97;48.018615419827;0.15528367426599;167.99970470276;IGNE;BKGE;CNAM;Le Mans;Sarthe;France (FRA)
MICH00FRA;Active;MICH;10011M001;1998-07-15T14:00Z;;4578886.689;458434.687;4402461.718;43.924158718289;5.7173577554245;628.132;RENAG;;IRSN;Saint Michel l'Observatoire;Alpes de Haute Provence;France (FRA)
MODA00FRA;Active;MODA;10096M001;1998-10-16T14:00Z;;4470757.388;525991.427;4504955.668;45.213779463981;6.7100892375648;1182.262;RENAG (ftp://renag.resif.fr);IGN (ftp://rgpdata.ign.fr and ftp://rgpdata.ensg.ign.fr);Epos-Fr;Avrieux;Haute Savoie;France (FRA)
MRON00FRA;Active;MRON;19666M001;2013-09-19T00:00Z;;4352245.958;484521.618;4623551.653;46.747234767;6.352398849;1367.422;RENAG;OSU-THETA;THETA;Longevilles-Mont-d'Or;Doubs (25);France (FRA)
MTP200FRA;Active;MTP2;10097M002;2013-08-12T12:00Z;;4612849.63;311570.343;4379221.422;43.638763343896;3.8641173234308;129.43;RENAG (ftp://renag.unice.fr);IGN ( ftp://rgpdata.ign.fr and ftp://rgpdata.ensg.ign.fr);OREME;Montpellier;Herault;France (FRA)
