The Geodesy Plotter,Date: 2026-05-11 11:16:31,Total: 5789,"solution: SPOTGINS
productType: POSITION
"

NAME,EPOCH START,EPOCH END,UPDATED,DOI,REF FRAME,CONSTELLATION,DOWNLOAD URL,YEARS,FILL RATE,NETWORKS,ANALYSIS CENTER,SOLUTION,STATION,PRODUCT TYPE
SPOTGINS_BLAN00FRA.ENU,2021-03-29T00:00:00Z,2025-12-28T23:59:59Z,2026-02-11T02:43:13Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BLAN00FRA/SPOTGINS_BLAN00FRA.enu,4.741843454508581,79.43548387096774,['Orpheon'],OMP,SPOTGINS,BLAN00FRA,POSITION
SPOTGINS_BLAP00GBR.ENU,2009-02-24T00:00:00Z,2025-06-30T23:59:59Z,2025-08-26T15:47:03Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLAP00GBR/SPOTGINS_BLAP00GBR.enu,16.342345393819556,97.4539363484087,"['EPOS', 'OS Net']",EOST,SPOTGINS,BLAP00GBR,POSITION
SPOTGINS_BLAS00GRL.ENU,2008-07-07T00:00:00Z,2025-06-30T23:59:59Z,2025-08-14T15:33:50Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLAS00GRL/SPOTGINS_BLAS00GRL.enu,16.971936997743807,95.5981941309255,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,BLAS00GRL,POSITION
SPOTGINS_BLAY00FRA.ENU,2021-09-30T00:00:00Z,2025-12-28T23:59:59Z,2026-02-17T09:06:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLAY00FRA/SPOTGINS_BLAY00FRA.enu,4.243554611250539,78.14313346228239,"['RGP', 'UCSD']",OMP,SPOTGINS,BLAY00FRA,POSITION
SPOTGINS_BLCK00AUS.ENU,2013-11-18T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLCK00AUS/SPOTGINS_BLCK00AUS.enu,11.6106547709585,94.06080603346687,"['APREF', 'UCSD']",EOST,SPOTGINS,BLCK00AUS,POSITION
SPOTGINS_BLCL00CAN.ENU,2015-03-20T00:00:00Z,2024-12-31T23:59:59Z,2025-03-19T08:40:02Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLCL00CAN/SPOTGINS_BLCL00CAN.enu,9.772073890283165,98.5174825174825,"['NRCan', 'UCSD']",EOST,SPOTGINS,BLCL00CAN,POSITION
SPOTGINS_BLER00FRA.ENU,2007-07-12T00:00:00Z,2024-05-21T23:59:59Z,2025-07-07T19:54:01Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BLER00FRA/SPOTGINS_BLER00FRA.enu,16.848733712322865,83.84477999675272,['Orpheon'],OMP,SPOTGINS,BLER00FRA,POSITION
SPOTGINS_BLFT00FRA.ENU,2007-05-15T00:00:00Z,2018-12-19T23:59:59Z,2025-04-03T04:14:44Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLFT00FRA/SPOTGINS_BLFT00FRA.enu,11.588523810429184,96.12933679490206,"['RGP', 'UCSD']",OMP,SPOTGINS,BLFT00FRA,POSITION
SPOTGINS_BLG200FRA.ENU,2013-09-21T00:00:00Z,2025-12-28T23:59:59Z,2026-02-17T11:41:00Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLG200FRA/SPOTGINS_BLG200FRA.enu,12.268195268334727,97.67960731816153,"['EPOS', 'RGP', 'TERIA', 'UCSD']",OMP,SPOTGINS,BLG200FRA,POSITION
SPOTGINS_BLGL00AUS.ENU,2018-06-25T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLGL00AUS/SPOTGINS_BLGL00AUS.enu,7.016427073034705,99.76580796252928,"['APREF', 'UCSD']",EOST,SPOTGINS,BLGL00AUS,POSITION
SPOTGINS_BLGN00FRA.ENU,2009-06-21T00:00:00Z,2013-09-19T23:59:59Z,2025-04-23T18:33:22Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLGN00FRA/SPOTGINS_BLGN00FRA.enu,4.243668688366669,92.8479381443299,"['RGP', 'UCSD']",OMP,SPOTGINS,BLGN00FRA,POSITION
SPOTGINS_BLGN00ITA.ENU,2008-05-05T00:00:00Z,2022-11-17T23:59:59Z,2025-07-30T15:39:24Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLGN00ITA/SPOTGINS_BLGN00ITA.enu,14.528291093112276,99.26539838010925,"['EPOS', 'RING']",EOST,SPOTGINS,BLGN00ITA,POSITION
SPOTGINS_BLGU00ESP.ENU,2017-01-24T00:00:00Z,2024-03-03T23:59:59Z,2025-04-03T05:04:11Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLGU00ESP/SPOTGINS_BLGU00ESP.enu,7.112251850584328,68.99075500770417,"['EPOS', 'ERGNSS', 'Orpheon']",OMP,SPOTGINS,BLGU00ESP,POSITION
SPOTGINS_BLIX00FRA.ENU,2009-04-24T00:00:00Z,2025-12-28T23:59:59Z,2026-02-11T03:13:12Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BLIX00FRA/SPOTGINS_BLIX00FRA.enu,16.670659334043147,97.11143935663877,"['EPOS', 'RENAG']",OMP,SPOTGINS,BLIX00FRA,POSITION
SPOTGINS_BLKT00AUS.ENU,2016-03-29T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLKT00AUS/SPOTGINS_BLKT00AUS.enu,9.254620091515198,99.08311150547175,"['APREF', 'UCSD']",EOST,SPOTGINS,BLKT00AUS,POSITION
SPOTGINS_BLRA00ITA.ENU,2013-12-04T00:00:00Z,2025-05-31T23:59:59Z,2025-07-30T15:39:24Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLRA00ITA/SPOTGINS_BLRA00ITA.enu,11.487451485537557,61.272640610104865,[],EOST,SPOTGINS,BLRA00ITA,POSITION
SPOTGINS_BLRN00AUS.ENU,2012-05-10T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BLRN00AUS/SPOTGINS_BLRN00AUS.enu,13.14236820924278,99.16649301937905,"['APREF', 'UCSD']",EOST,SPOTGINS,BLRN00AUS,POSITION
SPOTGINS_BLUF00NZL.ENU,2004-03-11T00:00:00Z,2026-02-19T23:59:59Z,2026-04-08T09:38:21Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BLUF00NZL/SPOTGINS_BLUF00NZL.enu,21.928131385149694,96.88123752495011,"['APREF', 'GeoNet', 'SONEL', 'UCSD']",ULR,SPOTGINS,BLUF00NZL,POSITION
SPOTGINS_BLVR00FRA.ENU,2014-11-18T00:00:00Z,2025-05-31T23:59:59Z,2025-07-01T23:36:08Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BLVR00FRA/SPOTGINS_BLVR00FRA.enu,10.528519247344539,96.20582120582121,"['EPOS', 'RENAG', 'RGP', 'UCSD']",OMP,SPOTGINS,BLVR00FRA,POSITION
SPOTGINS_BMAN00AUS.ENU,2014-05-08T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BMAN00AUS/SPOTGINS_BMAN00AUS.enu,11.147843910817045,93.81139489194499,"['APREF', 'UCSD']",EOST,SPOTGINS,BMAN00AUS,POSITION
SPOTGINS_BME100HUN.ENU,2021-05-12T00:00:00Z,2025-05-31T23:59:59Z,2025-07-23T12:13:24Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BME100HUN/SPOTGINS_BME100HUN.enu,4.0547569840545545,92.77515192437542,"['BME', 'EPN', 'EPOS', 'UCSD']",EOST,SPOTGINS,BME100HUN,POSITION
SPOTGINS_BMHG00FRA.ENU,2007-03-22T00:00:00Z,2026-02-19T23:59:59Z,2026-04-08T09:34:19Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BMHG00FRA/SPOTGINS_BMHG00FRA.enu,18.900752877278375,95.52821997105644,"['EPOS', 'RGP', 'SONEL', 'TERIA', 'UCSD']",ULR,SPOTGINS,BMHG00FRA,POSITION
SPOTGINS_BMNT00FRA.ENU,2015-04-30T00:00:00Z,2025-12-28T23:59:59Z,2026-02-17T12:27:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BMNT00FRA/SPOTGINS_BMNT00FRA.enu,10.654232229320353,98.89630390143738,"['EPOS', 'RGP', 'TERIA', 'UCSD']",OMP,SPOTGINS,BMNT00FRA,POSITION
SPOTGINS_BMPD00BMU.ENU,2012-05-18T00:00:00Z,2024-06-17T23:59:59Z,2026-04-08T09:28:10Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BMPD00BMU/SPOTGINS_BMPD00BMU.enu,12.084873342713008,52.46941549614862,"['NGS', 'SONEL', 'UCSD']",ULR,SPOTGINS,BMPD00BMU,POSITION
SPOTGINS_BMSH00AUS.ENU,2020-04-10T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BMSH00AUS/SPOTGINS_BMSH00AUS.enu,5.2217658820696125,98.68972746331237,"['APREF', 'UCSD']",EOST,SPOTGINS,BMSH00AUS,POSITION
SPOTGINS_BNA100PRT.ENU,2023-09-06T00:00:00Z,2025-06-30T23:59:59Z,2025-08-21T10:05:11Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNA100PRT/SPOTGINS_BNA100PRT.enu,1.807665950515882,96.83734939759037,"['EPOS', 'ReNEP']",EOST,SPOTGINS,BNA100PRT,POSITION
SPOTGINS_BNAB00CAN.ENU,2015-07-17T00:00:00Z,2024-03-16T23:59:59Z,2025-03-19T08:40:02Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNAB00CAN/SPOTGINS_BNAB00CAN.enu,8.659707930894617,76.24763108022742,,EOST,SPOTGINS,BNAB00CAN,POSITION
SPOTGINS_BNAF00PRT.ENU,2008-10-20T00:00:00Z,2023-05-31T23:59:59Z,2025-08-21T10:05:11Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNAF00PRT/SPOTGINS_BNAF00PRT.enu,14.60780284305524,97.88230884557721,"['EPOS', 'ReNEP']",EOST,SPOTGINS,BNAF00PRT,POSITION
SPOTGINS_BNDC00AUS.ENU,2013-01-04T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNDC00AUS/SPOTGINS_BNDC00AUS.enu,12.487451485537557,91.2080684060513,"['APREF', 'UCSD']",EOST,SPOTGINS,BNDC00AUS,POSITION
SPOTGINS_BNDR00AUS.ENU,2021-10-10T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNDR00AUS/SPOTGINS_BNDR00AUS.enu,3.7173168745405225,98.89624724061811,"['APREF', 'UCSD']",EOST,SPOTGINS,BNDR00AUS,POSITION
SPOTGINS_BNDY00AUS.ENU,2007-09-14T00:00:00Z,2026-04-10T23:59:59Z,2026-05-07T17:11:09Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BNDY00AUS/SPOTGINS_BNDY00AUS.enu,18.566735081248257,89.51945754716981,"['APREF', 'SONEL', 'UCSD']",ULR,SPOTGINS,BNDY00AUS,POSITION
SPOTGINS_BNEU00LAO.ENU,2023-08-31T00:00:00Z,2025-06-09T23:59:59Z,2025-09-12T17:27:36Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNEU00LAO/SPOTGINS_BNEU00LAO.enu,1.7665981887089006,82.87037037037037,"['IGS', 'UCSD']",EOST,SPOTGINS,BNEU00LAO,POSITION
SPOTGINS_BNLA00AUS.ENU,2013-01-06T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNLA00AUS/SPOTGINS_BNLA00AUS.enu,12.481975783963293,91.59903487606933,"['APREF', 'UCSD']",EOST,SPOTGINS,BNLA00AUS,POSITION
SPOTGINS_BNOA00IDN.ENU,2012-10-16T00:00:00Z,2025-09-15T23:59:59Z,2026-04-08T09:28:38Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNOA00IDN/SPOTGINS_BNOA00IDN.enu,12.906228578852637,53.70919881305638,"['APREF', 'IGS', 'SONEL', 'UCSD']",ULR,SPOTGINS,BNOA00IDN,POSITION
SPOTGINS_BNOE00BOL.ENU,2014-07-25T00:00:00Z,2016-06-26T23:59:59Z,2025-03-18T22:47:24Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNOE00BOL/SPOTGINS_BNOE00BOL.enu,1.90896642963977,99.85754985754986,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,BNOE00BOL,POSITION
SPOTGINS_BNT400IRL.ENU,2019-06-23T00:00:00Z,2025-05-31T23:59:59Z,2025-07-31T11:47:57Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNT400IRL/SPOTGINS_BNT400IRL.enu,5.925393534362563,97.74193548387096,['EPOS'],EOST,SPOTGINS,BNT400IRL,POSITION
SPOTGINS_BNTY00IRL.ENU,2010-11-26T00:00:00Z,2011-01-17T23:59:59Z,2025-07-31T11:47:57Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNTY00IRL/SPOTGINS_BNTY00IRL.enu,0.14236820924278146,81.13207547169812,[],EOST,SPOTGINS,BNTY00IRL,POSITION
SPOTGINS_BNZA00RWA.ENU,2022-08-06T00:00:00Z,2024-12-27T23:59:59Z,2025-03-22T19:50:39Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BNZA00RWA/SPOTGINS_BNZA00RWA.enu,2.38866070296854,99.77116704805492,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,BNZA00RWA,POSITION
SPOTGINS_BOAV00BRA.ENU,2007-09-05T00:00:00Z,2025-06-30T23:59:59Z,2025-09-10T12:58:58Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOAV00BRA/SPOTGINS_BOAV00BRA.enu,17.810403801303014,93.08649562144723,"['APREF', 'IGS', 'RBMC', 'SIRGAS', 'SONEL', 'UCSD']",EOST,SPOTGINS,BOAV00BRA,POSITION
SPOTGINS_BOCN00ITA.ENU,2020-07-01T00:00:00Z,2025-03-25T23:59:59Z,2025-07-30T15:39:24Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOCN00ITA/SPOTGINS_BOCN00ITA.enu,4.725416349785789,94.56333140543667,[],EOST,SPOTGINS,BOCN00ITA,POSITION
SPOTGINS_BOGE00POL.ENU,2019-03-06T00:00:00Z,2025-06-30T23:59:59Z,2025-09-18T20:52:40Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOGE00POL/SPOTGINS_BOGE00POL.enu,6.317704736735366,96.31715771230502,"['EPN', 'EPOS', 'UCSD']",EOST,SPOTGINS,BOGE00POL,POSITION
SPOTGINS_BOGI00POL.ENU,2001-11-25T00:00:00Z,2025-06-30T23:59:59Z,2025-09-18T20:52:40Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOGI00POL/SPOTGINS_BOGI00POL.enu,23.591489815448575,96.97145509398932,"['EPN', 'EPOS', 'IGS', 'UCSD']",EOST,SPOTGINS,BOGI00POL,POSITION
SPOTGINS_BOGO00POL.ENU,2000-05-04T00:00:00Z,2025-06-30T23:59:59Z,2025-09-18T20:52:40Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOGO00POL/SPOTGINS_BOGO00POL.enu,25.158795313965573,96.98519808445799,"['EPN', 'EPOS', 'UCSD']",EOST,SPOTGINS,BOGO00POL,POSITION
SPOTGINS_BOGT00COL.ENU,2002-05-23T00:00:00Z,2024-09-30T23:59:59Z,2024-11-02T16:23:16Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOGT00COL/SPOTGINS_BOGT00COL.enu,22.353182719851954,93.59617974776539,"['APREF', 'IGS', 'NGS', 'SIRGAS', 'SONEL', 'UCSD', 'UNAVCO']",EOST,SPOTGINS,BOGT00COL,POSITION
SPOTGINS_BOGU00FRA.ENU,2016-12-08T00:00:00Z,2025-12-28T23:59:59Z,2026-02-17T13:16:09Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOGU00FRA/SPOTGINS_BOGU00FRA.enu,9.057494834841686,99.60701330108827,"['EPOS', 'RGP', 'TERIA', 'UCSD']",OMP,SPOTGINS,BOGU00FRA,POSITION
SPOTGINS_BOIG00AUS.ENU,2022-12-21T00:00:00Z,2025-10-02T23:59:59Z,2026-04-08T09:25:59Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BOIG00AUS/SPOTGINS_BOIG00AUS.enu,2.774925818186427,70.50147492625368,"['SONEL', 'UCSD']",ULR,SPOTGINS,BOIG00AUS,POSITION
SPOTGINS_BOIS00FRA.ENU,2007-07-12T00:00:00Z,2025-12-28T23:59:59Z,2026-02-11T03:37:32Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BOIS00FRA/SPOTGINS_BOIS00FRA.enu,18.45710697264684,84.29948109710898,['Orpheon'],OMP,SPOTGINS,BOIS00FRA,POSITION
SPOTGINS_BOLC00AUS.ENU,2013-01-06T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOLC00AUS/SPOTGINS_BOLC00AUS.enu,12.481975783963293,92.43255099802589,"['APREF', 'UCSD']",EOST,SPOTGINS,BOLC00AUS,POSITION
SPOTGINS_BOLG00ITA.ENU,2004-09-05T00:00:00Z,2025-03-29T23:59:59Z,2025-07-30T15:39:24Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOLG00ITA/SPOTGINS_BOLG00ITA.enu,20.56114530255786,97.86979097323925,"['EPN', 'UCSD']",EOST,SPOTGINS,BOLG00ITA,POSITION
SPOTGINS_BOM200ATA.ENU,2015-11-05T00:00:00Z,2025-04-30T23:59:59Z,2025-05-30T15:11:57Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOM200ATA/SPOTGINS_BOM200ATA.enu,9.481975783963293,91.51515151515152,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,BOM200ATA,POSITION
SPOTGINS_BOMB00AUS.ENU,2013-02-18T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:22Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOMB00AUS/SPOTGINS_BOMB00AUS.enu,12.358772498542349,99.11426040744021,"['APREF', 'UCSD']",EOST,SPOTGINS,BOMB00AUS,POSITION
SPOTGINS_BOMG00REU.ENU,2009-10-12T00:00:00Z,2024-12-30T23:59:59Z,2025-04-25T13:48:57Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOMG00REU/SPOTGINS_BOMG00REU.enu,15.216176103379217,97.04929830874414,"['EPOS', 'VOLC', 'PF']",IPGP,SPOTGINS,BOMG00REU,POSITION
SPOTGINS_BOMZ00ATA.ENU,2011-02-04T00:00:00Z,2015-11-05T23:59:59Z,2025-05-30T15:11:57Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOMZ00ATA/SPOTGINS_BOMZ00ATA.enu,4.744695382411844,52.1613832853026,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,BOMZ00ATA,POSITION
SPOTGINS_BON200BES.ENU,2023-11-19T00:00:00Z,2025-06-30T23:59:59Z,2025-09-10T13:08:28Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BON200BES/SPOTGINS_BON200BES.enu,1.6079169201713692,99.66101694915255,,EOST,SPOTGINS,BON200BES,POSITION
SPOTGINS_BON200CRI.ENU,2004-10-14T00:00:00Z,2022-12-25T23:59:59Z,2024-03-25T10:55:25Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BON200CRI/SPOTGINS_BON200CRI.enu,18.197011147869294,81.37225398736082,['UCSD'],EOST,SPOTGINS,BON200CRI,POSITION
SPOTGINS_BONE00AUS.ENU,2018-01-04T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:22Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BONE00AUS/SPOTGINS_BONE00AUS.enu,7.487451485537557,98.90270665691295,"['APREF', 'UCSD']",EOST,SPOTGINS,BONE00AUS,POSITION
SPOTGINS_BONG00REU.ENU,2006-05-17T00:00:00Z,2010-03-01T23:59:59Z,2025-04-25T13:48:58Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BONG00REU/SPOTGINS_BONG00REU.enu,3.7829112163155627,98.98843930635837,"['EPOS', 'VOLC', 'PF']",IPGP,SPOTGINS,BONG00REU,POSITION
SPOTGINS_BONK00BES.ENU,2022-07-20T00:00:00Z,2025-06-30T23:59:59Z,2025-09-10T13:08:28Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BONK00BES/SPOTGINS_BONK00BES.enu,2.936344937511091,99.53574744661096,['AGRS.BES'],EOST,SPOTGINS,BONK00BES,POSITION
SPOTGINS_BOOL00AUS.ENU,2014-01-19T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:22Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOOL00AUS/SPOTGINS_BOOL00AUS.enu,11.446383723730575,91.58096149246592,"['APREF', 'UCSD']",EOST,SPOTGINS,BOOL00AUS,POSITION
SPOTGINS_BOOR00AUS.ENU,2015-12-09T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:22Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOOR00AUS/SPOTGINS_BOOR00AUS.enu,9.55589775521586,99.4843884273847,"['APREF', 'UCSD']",EOST,SPOTGINS,BOOR00AUS,POSITION
SPOTGINS_BOR100POL.ENU,2000-05-04T00:00:00Z,2025-06-30T23:59:59Z,2025-09-18T20:52:40Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOR100POL/SPOTGINS_BOR100POL.enu,25.158795313965573,98.51996952878442,"['APREF', 'EPN', 'EPOS', 'IGS', 'SONEL', 'UCSD']",EOST,SPOTGINS,BOR100POL,POSITION
SPOTGINS_BORA00AUS.ENU,2015-03-31T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:22Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORA00AUS/SPOTGINS_BORA00AUS.enu,10.249144389940934,99.54594017094017,"['APREF', 'UCSD']",EOST,SPOTGINS,BORA00AUS,POSITION
SPOTGINS_BORB00PRT.ENU,2008-05-16T00:00:00Z,2025-06-30T23:59:59Z,2025-08-21T10:05:11Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORB00PRT/SPOTGINS_BORB00PRT.enu,17.12594110451999,75.51966741285577,"['EPOS', 'ReNEP']",EOST,SPOTGINS,BORB00PRT,POSITION
SPOTGINS_BORC00ARG.ENU,2008-05-17T00:00:00Z,2024-12-31T23:59:59Z,2025-03-18T15:02:36Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORC00ARG/SPOTGINS_BORC00ARG.enu,16.615902318300506,88.72056644162687,,EOST,SPOTGINS,BORC00ARG,POSITION
SPOTGINS_BORC00ITA.ENU,2019-01-01T00:00:00Z,2025-05-31T23:59:59Z,2025-07-30T15:39:24Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORC00ITA/SPOTGINS_BORC00ITA.enu,6.410791663497858,94.57959880495092,[],EOST,SPOTGINS,BORC00ITA,POSITION
SPOTGINS_BORG00REU.ENU,2001-10-26T00:00:00Z,2024-12-30T23:59:59Z,2025-04-25T13:48:59Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORG00REU/SPOTGINS_BORG00REU.enu,23.177846192359368,85.63666430427593,"['EPOS', 'VOLC', 'PF']",IPGP,SPOTGINS,BORG00REU,POSITION
SPOTGINS_BORJ00DEU.ENU,2005-06-09T00:00:00Z,2026-02-19T23:59:59Z,2026-04-08T09:37:00Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BORJ00DEU/SPOTGINS_BORJ00DEU.enu,20.687086438765938,98.06903848697263,"['EPN', 'EPOS', 'SONEL', 'UCSD']",ULR,SPOTGINS,BORJ00DEU,POSITION
SPOTGINS_BORK00DEU.ENU,2000-11-01T00:00:00Z,2007-06-04T23:59:59Z,2026-04-08T09:28:33Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORK00DEU/SPOTGINS_BORK00DEU.enu,6.586014113874312,98.62899875363523,"['EPN', 'EPOS', 'SONEL', 'UCSD']",ULR,SPOTGINS,BORK00DEU,POSITION
SPOTGINS_BORM00ITA.ENU,2025-04-02T00:00:00Z,2025-05-31T23:59:59Z,2025-07-30T15:39:24Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORM00ITA/SPOTGINS_BORM00ITA.enu,0.16153316475270615,100.0,"['EPOS', 'SPIN3']",EOST,SPOTGINS,BORM00ITA,POSITION
SPOTGINS_BORR00ESP.ENU,2007-02-11T00:00:00Z,2025-05-31T23:59:59Z,2025-08-12T15:58:50Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORR00ESP/SPOTGINS_BORR00ESP.enu,18.29580193043831,99.62602842183995,"['EPN', 'EPOS', 'ERVA', 'UCSD']",EOST,SPOTGINS,BORR00ESP,POSITION
SPOTGINS_BORS00NLD.ENU,2020-02-25T00:00:00Z,2026-02-19T23:59:59Z,2026-04-08T09:28:24Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BORS00NLD/SPOTGINS_BORS00NLD.enu,5.969199146956676,97.66803840877914,"['AGRS.NL', 'SONEL', 'UCSD']",ULR,SPOTGINS,BORS00NLD,POSITION
SPOTGINS_BORS00ROU.ENU,2015-11-18T00:00:00Z,2024-09-30T23:59:59Z,2024-10-31T12:00:38Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORS00ROU/SPOTGINS_BORS00ROU.enu,8.85706134180039,90.92312442111763,"['EPOS', 'NIEP_GNSS']",EOST,SPOTGINS,BORS00ROU,POSITION
SPOTGINS_BORT00AUS.ENU,2013-01-07T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:22Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BORT00AUS/SPOTGINS_BORT00AUS.enu,12.47923793317616,89.73233874506363,"['APREF', 'UCSD']",EOST,SPOTGINS,BORT00AUS,POSITION
SPOTGINS_BOS200FRA.ENU,2023-09-21T00:00:00Z,2025-12-28T23:59:59Z,2026-02-11T04:11:50Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/BOS200FRA/SPOTGINS_BOS200FRA.enu,2.2681952683347277,52.89156626506024,['Orpheon'],OMP,SPOTGINS,BOS200FRA,POSITION
SPOTGINS_BOSS00FRA.ENU,2010-12-09T00:00:00Z,2023-06-11T23:59:59Z,2026-02-17T13:59:59Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOSS00FRA/SPOTGINS_BOSS00FRA.enu,12.501140739473216,89.07618213660245,,OMP,SPOTGINS,BOSS00FRA,POSITION
SPOTGINS_BOT100PRT.ENU,2023-09-06T00:00:00Z,2025-06-30T23:59:59Z,2025-08-21T10:05:11Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/BOT100PRT/SPOTGINS_BOT100PRT.enu,1.807665950515882,96.83734939759037,"['EPOS', 'ReNEP']",EOST,SPOTGINS,BOT100PRT,POSITION
