The Geodesy Plotter,Date: 2026-05-11 11:16:31,Total: 5789,"solution: SPOTGINS
productType: POSITION
"

NAME,EPOCH START,EPOCH END,UPDATED,DOI,REF FRAME,CONSTELLATION,DOWNLOAD URL,YEARS,FILL RATE,NETWORKS,ANALYSIS CENTER,SOLUTION,STATION,PRODUCT TYPE
SPOTGINS_ISLK00USA.ENU,2000-05-04T00:00:00Z,2024-12-31T23:59:59Z,2025-04-16T18:54:12Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ISLK00USA/SPOTGINS_ISLK00USA.enu,24.651494378533222,93.91584323304096,"['NGS', 'UCSD', 'UNAVCO']",EOST,SPOTGINS,ISLK00USA,POSITION
SPOTGINS_ISNA00IRQ.ENU,2008-11-23T00:00:00Z,2024-09-30T23:59:59Z,2024-11-04T21:17:33Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ISNA00IRQ/SPOTGINS_ISNA00IRQ.enu,15.84337208786473,84.17962003454231,"['APREF', 'NGS', 'UCSD']",EOST,SPOTGINS,ISNA00IRQ,POSITION
SPOTGINS_ISOR00GRL.ENU,2022-01-01T00:00:00Z,2025-06-30T23:59:59Z,2025-08-14T15:33:50Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ISOR00GRL/SPOTGINS_ISOR00GRL.enu,3.492927187111821,99.92169146436962,[],EOST,SPOTGINS,ISOR00GRL,POSITION
SPOTGINS_ISPA00CHL.ENU,2004-02-14T00:00:00Z,2018-12-28T23:59:59Z,2026-04-08T10:08:15Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ISPA00CHL/SPOTGINS_ISPA00CHL.enu,14.862422966258524,80.8541973490427,"['APREF', 'CSN', 'IGS', 'SIRGAS', 'SONEL', 'UCSD', 'UNAVCO']",ULR,SPOTGINS,ISPA00CHL,POSITION
SPOTGINS_ISPS00ESP.ENU,2016-03-16T00:00:00Z,2025-05-31T23:59:59Z,2025-08-12T15:58:53Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ISPS00ESP/SPOTGINS_ISPS00ESP.enu,9.208190705250082,98.15695600475624,"['EPOS', 'ERGNSS']",EOST,SPOTGINS,ISPS00ESP,POSITION
SPOTGINS_ISRN00ITA.ENU,2021-05-05T00:00:00Z,2025-05-31T23:59:59Z,2025-07-30T15:39:28Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ISRN00ITA/SPOTGINS_ISRN00ITA.enu,4.073921939564479,99.66375252185608,"['EPN', 'EPOS', 'UCSD']",EOST,SPOTGINS,ISRN00ITA,POSITION
SPOTGINS_ISSD00IRQ.ENU,2010-01-04T00:00:00Z,2014-04-21T23:59:59Z,2024-11-04T21:17:34Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ISSD00IRQ/SPOTGINS_ISSD00IRQ.enu,4.2958019304383095,93.0484693877551,"['APREF', 'NGS', 'UCSD']",EOST,SPOTGINS,ISSD00IRQ,POSITION
SPOTGINS_ISSE00FRA.ENU,2012-06-20T00:00:00Z,2025-12-28T23:59:59Z,2026-02-12T06:53:53Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/ISSE00FRA/SPOTGINS_ISSE00FRA.enu,13.517339689963748,88.56275303643724,['Orpheon'],OMP,SPOTGINS,ISSE00FRA,POSITION
SPOTGINS_ISTA00TUR.ENU,2000-05-04T00:00:00Z,2025-06-30T23:59:59Z,2025-09-12T17:28:01Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ISTA00TUR/SPOTGINS_ISTA00TUR.enu,25.158795313965573,93.49221895744913,"['APREF', 'EPN', 'EPOS', 'IGS', 'SONEL', 'UCSD']",EOST,SPOTGINS,ISTA00TUR,POSITION
SPOTGINS_ITAI00BRA.ENU,2017-02-19T00:00:00Z,2025-06-30T23:59:59Z,2025-09-10T12:58:59Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ITAI00BRA/SPOTGINS_ITAI00BRA.enu,8.356034647755216,97.83889980353635,"['SIRGAS', 'UCSD']",EOST,SPOTGINS,ITAI00BRA,POSITION
SPOTGINS_ITAM00BRA.ENU,2014-10-30T00:00:00Z,2018-08-31T23:59:59Z,2025-09-10T12:58:59Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/ITAM00BRA/SPOTGINS_ITAM00BRA.enu,3.8269449831419373,87.7318116975749,"['SIRGAS', 'UCSD']",EOST,SPOTGINS,ITAM00BRA,POSITION
SPOTGINS_IVH200AUS.ENU,2016-10-31T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IVH200AUS/SPOTGINS_IVH200AUS.enu,8.65993608512688,99.39949431099873,"['APREF', 'UCSD']",EOST,SPOTGINS,IVH200AUS,POSITION
SPOTGINS_IVRY00FRA.ENU,2005-07-27T00:00:00Z,2015-04-17T23:59:59Z,2025-04-27T16:34:31Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IVRY00FRA/SPOTGINS_IVRY00FRA.enu,9.717316874540522,82.9954954954955,"['RGP', 'UCSD']",OMP,SPOTGINS,IVRY00FRA,POSITION
SPOTGINS_IWAW00RWA.ENU,2022-08-04T00:00:00Z,2024-12-31T23:59:59Z,2025-03-22T19:50:39Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IWAW00RWA/SPOTGINS_IWAW00RWA.enu,2.4050878076913325,99.88636363636364,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,IWAW00RWA,POSITION
SPOTGINS_IXBL00FRA.ENU,2013-10-20T00:00:00Z,2015-07-06T23:59:59Z,2025-04-27T18:01:46Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IXBL00FRA/SPOTGINS_IXBL00FRA.enu,1.7063654713919942,97.76,"['RGP', 'UCSD']",OMP,SPOTGINS,IXBL00FRA,POSITION
SPOTGINS_IXLT00FRA.ENU,2017-08-14T00:00:00Z,2023-03-22T23:59:59Z,2025-04-27T20:22:09Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IXLT00FRA/SPOTGINS_IXLT00FRA.enu,5.599475213577712,99.41377625793845,"['RGP', 'UCSD']",OMP,SPOTGINS,IXLT00FRA,POSITION
SPOTGINS_IXSG00FRA.ENU,2015-09-30T00:00:00Z,2024-11-12T23:59:59Z,2025-10-04T02:53:52Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IXSG00FRA/SPOTGINS_IXSG00FRA.enu,9.117613475042463,97.95918367346938,"['RGP', 'UCSD']",OMP,SPOTGINS,IXSG00FRA,POSITION
SPOTGINS_IZAD00IRQ.ENU,2005-06-27T00:00:00Z,2007-03-07T23:59:59Z,2024-11-04T21:17:34Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IZAD00IRQ/SPOTGINS_IZAD00IRQ.enu,1.687086438765939,87.54045307443366,"['NGS', 'UCSD']",EOST,SPOTGINS,IZAD00IRQ,POSITION
SPOTGINS_IZAN00ESP.ENU,2008-05-16T00:00:00Z,2025-05-31T23:59:59Z,2025-08-12T15:58:53Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IZAN00ESP/SPOTGINS_IZAN00ESP.enu,17.043805580906024,99.58226221079691,"['EPN', 'EPOS', 'ERGNSS', 'UCSD']",EOST,SPOTGINS,IZAN00ESP,POSITION
SPOTGINS_IZBA00IRQ.ENU,2005-06-01T00:00:00Z,2007-03-06T23:59:59Z,2024-11-04T21:17:34Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IZBA00IRQ/SPOTGINS_IZBA00IRQ.enu,1.7555327084442416,83.85093167701864,"['NGS', 'UCSD']",EOST,SPOTGINS,IZBA00IRQ,POSITION
SPOTGINS_IZBD00IRQ.ENU,2005-05-25T00:00:00Z,2007-02-24T23:59:59Z,2024-11-04T21:17:34Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IZBD00IRQ/SPOTGINS_IZBD00IRQ.enu,1.741843454508581,83.46333853354135,"['NGS', 'UCSD']",EOST,SPOTGINS,IZBD00IRQ,POSITION
SPOTGINS_IZBL00IRQ.ENU,2005-06-13T00:00:00Z,2007-03-06T23:59:59Z,2024-11-04T21:17:34Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IZBL00IRQ/SPOTGINS_IZBL00IRQ.enu,1.7226784989986563,90.82278481012658,"['NGS', 'UCSD']",EOST,SPOTGINS,IZBL00IRQ,POSITION
SPOTGINS_IZMI00TUR.ENU,2008-08-10T00:00:00Z,2025-06-30T23:59:59Z,2025-09-12T17:28:01Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IZMI00TUR/SPOTGINS_IZMI00TUR.enu,16.88158792176845,91.94228274967574,"['APREF', 'EPN', 'IGS', 'UCSD']",EOST,SPOTGINS,IZMI00TUR,POSITION
SPOTGINS_IZQW00IRQ.ENU,2005-08-08T00:00:00Z,2007-03-06T23:59:59Z,2024-11-04T21:17:34Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IZQW00IRQ/SPOTGINS_IZQW00IRQ.enu,1.5748345564935229,87.84722222222221,"['NGS', 'UCSD']",EOST,SPOTGINS,IZQW00IRQ,POSITION
SPOTGINS_IZTL00IRQ.ENU,2005-06-02T00:00:00Z,2007-03-06T23:59:59Z,2024-11-04T21:17:34Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/IZTL00IRQ/SPOTGINS_IZTL00IRQ.enu,1.7527948576571095,93.76947040498442,"['NGS', 'UCSD']",EOST,SPOTGINS,IZTL00IRQ,POSITION
SPOTGINS_JAB100AUS.ENU,2000-05-04T00:00:00Z,2008-02-11T23:59:59Z,2025-09-07T17:17:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JAB100AUS/SPOTGINS_JAB100AUS.enu,7.761008410018506,66.93661971830987,"['APREF', 'SONEL', 'UCSD']",EOST,SPOTGINS,JAB100AUS,POSITION
SPOTGINS_JAB200AUS.ENU,2008-08-29T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JAB200AUS/SPOTGINS_JAB200AUS.enu,16.82956875681294,93.54366563668889,"['APREF', 'UCSD']",EOST,SPOTGINS,JAB200AUS,POSITION
SPOTGINS_JACA00ESP.ENU,2011-02-24T00:00:00Z,2025-05-31T23:59:59Z,2025-08-12T15:58:53Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JACA00ESP/SPOTGINS_JACA00ESP.enu,14.260209870205593,95.50863723608445,"['EPOS', 'ERGNSS']",EOST,SPOTGINS,JACA00ESP,POSITION
SPOTGINS_JAMA00JAM.ENU,2000-06-19T00:00:00Z,2007-08-18T23:59:59Z,2026-04-08T09:54:56Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JAMA00JAM/SPOTGINS_JAMA00JAM.enu,7.164271015539838,45.96866641192205,"['NGS', 'SIRGAS', 'SONEL', 'UCSD']",ULR,SPOTGINS,JAMA00JAM,POSITION
SPOTGINS_JANU00FRA.ENU,2005-10-14T00:00:00Z,2025-12-28T23:59:59Z,2026-02-12T07:06:36Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/JANU00FRA/SPOTGINS_JANU00FRA.enu,20.20522470023069,58.88091044573906,"['EPOS', 'RENAG', 'RGP', 'UCSD']",OMP,SPOTGINS,JANU00FRA,POSITION
SPOTGINS_JANV00FRA.ENU,2007-07-12T00:00:00Z,2025-12-28T23:59:59Z,2026-02-12T07:23:09Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/JANV00FRA/SPOTGINS_JANV00FRA.enu,18.45710697264684,82.95033358042994,['Orpheon'],OMP,SPOTGINS,JANV00FRA,POSITION
SPOTGINS_JARG00FRA.ENU,2006-10-27T00:00:00Z,2025-05-31T23:59:59Z,2025-07-03T09:06:30Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JARG00FRA/SPOTGINS_JARG00FRA.enu,18.588637887545314,95.7449941107185,"['EPOS', 'RGP', 'TERIA', 'UCSD']",OMP,SPOTGINS,JARG00FRA,POSITION
SPOTGINS_JASK00IRN.ENU,2009-10-07T00:00:00Z,2018-05-31T23:59:59Z,2026-04-08T09:58:04Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JASK00IRN/SPOTGINS_JASK00IRN.enu,8.643394903287955,59.7340930674264,"['SONEL', 'UCSD']",ULR,SPOTGINS,JASK00IRN,POSITION
SPOTGINS_JATE00ITA.ENU,2019-07-18T00:00:00Z,2025-05-31T23:59:59Z,2025-07-30T15:39:28Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JATE00ITA/SPOTGINS_JATE00ITA.enu,5.859685115471392,88.94589552238806,"['EPN', 'EPOS', 'UCSD']",EOST,SPOTGINS,JATE00ITA,POSITION
SPOTGINS_JBAL00ARG.ENU,2009-06-11T00:00:00Z,2024-12-31T23:59:59Z,2025-03-18T15:02:38Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JBAL00ARG/SPOTGINS_JBAL00ARG.enu,15.547456048622202,94.98416050686377,"['RAMSAC', 'SIRGAS', 'UCSD']",EOST,SPOTGINS,JBAL00ARG,POSITION
SPOTGINS_JCHL00ARG.ENU,2015-08-29T00:00:00Z,2024-12-31T23:59:59Z,2025-03-18T15:02:38Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JCHL00ARG/SPOTGINS_JCHL00ARG.enu,9.33664153801303,99.15030764723117,['RAMSAC'],EOST,SPOTGINS,JCHL00ARG,POSITION
SPOTGINS_JCTW00ZAF.ENU,2016-06-08T00:00:00Z,2026-02-19T23:59:59Z,2026-04-08T10:01:58Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/JCTW00ZAF/SPOTGINS_JCTW00ZAF.enu,9.689824289553071,87.24604966139955,"['APREF', 'IGS', 'SONEL', 'UCSD']",ULR,SPOTGINS,JCTW00ZAF,POSITION
SPOTGINS_JDNV00ATF.ENU,2019-04-14T00:00:00Z,2021-10-27T23:59:59Z,2026-04-24T14:27:14Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/JDNV00ATF/SPOTGINS_JDNV00ATF.enu,2.5311430210155397,95.04310344827587,,ULR,SPOTGINS,JDNV00ATF,POSITION
SPOTGINS_JDPR00IND.ENU,2021-03-11T00:00:00Z,2024-12-31T23:59:59Z,2025-03-22T19:40:46Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JDPR00IND/SPOTGINS_JDPR00IND.enu,3.796714547367354,85.63218390804597,"['APREF', 'IGS', 'UCSD']",EOST,SPOTGINS,JDPR00IND,POSITION
SPOTGINS_JEB200FRA.ENU,2018-04-18T00:00:00Z,2025-11-13T23:59:59Z,2026-03-01T15:38:46Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JEB200FRA/SPOTGINS_JEB200FRA.enu,7.563883153344994,60.498735092157574,"['RGP', 'UCSD']",OMP,SPOTGINS,JEB200FRA,POSITION
SPOTGINS_JEBS00FRA.ENU,2015-04-25T00:00:00Z,2018-04-08T23:59:59Z,2025-04-28T05:54:07Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JEBS00FRA/SPOTGINS_JEBS00FRA.enu,2.941820639085355,99.16666666666667,"['RGP', 'UCSD']",OMP,SPOTGINS,JEBS00FRA,POSITION
SPOTGINS_JERE00ESP.ENU,2009-10-01T00:00:00Z,2025-05-31T23:59:59Z,2025-08-12T15:58:53Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JERE00ESP/SPOTGINS_JERE00ESP.enu,15.659822008010748,95.00087397308164,"['EPOS', 'REP']",EOST,SPOTGINS,JERE00ESP,POSITION
SPOTGINS_JERI00AUS.ENU,2011-12-20T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JERI00AUS/SPOTGINS_JERI00AUS.enu,13.525781396557406,98.36065573770492,"['APREF', 'UCSD']",EOST,SPOTGINS,JERI00AUS,POSITION
SPOTGINS_JERV00AUS.ENU,2013-05-18T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JERV00AUS/SPOTGINS_JERV00AUS.enu,12.120465402945724,92.04879150666365,"['APREF', 'UCSD']",EOST,SPOTGINS,JERV00AUS,POSITION
SPOTGINS_JGBL00GRL.ENU,2008-07-10T00:00:00Z,2025-06-30T23:59:59Z,2025-08-14T15:33:50Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JGBL00GRL/SPOTGINS_JGBL00GRL.enu,16.963723445382414,96.01548636876916,['UCSD'],EOST,SPOTGINS,JGBL00GRL,POSITION
SPOTGINS_JLCK00AUS.ENU,2013-02-25T00:00:00Z,2025-06-30T23:59:59Z,2025-09-07T17:17:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JLCK00AUS/SPOTGINS_JLCK00AUS.enu,12.339607543032423,93.81100266193434,"['APREF', 'UCSD']",EOST,SPOTGINS,JLCK00AUS,POSITION
SPOTGINS_JLGR00POL.ENU,2008-06-14T00:00:00Z,2025-06-30T23:59:59Z,2025-09-18T20:52:41Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JLGR00POL/SPOTGINS_JLGR00POL.enu,17.04654343169316,69.65949245101189,"['EPOS', 'ASGEUPOS']",EOST,SPOTGINS,JLGR00POL,POSITION
SPOTGINS_JME200HTI.ENU,2013-06-20T00:00:00Z,2024-12-31T23:59:59Z,2025-03-22T19:14:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JME200HTI/SPOTGINS_JME200HTI.enu,11.522815391538012,70.48907882241215,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,JME200HTI,POSITION
SPOTGINS_JMEL00HTI.ENU,2010-03-13T00:00:00Z,2013-06-17T23:59:59Z,2025-03-22T19:14:26Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JMEL00HTI/SPOTGINS_JMEL00HTI.enu,3.260209870205592,79.27852348993288,"['NGS', 'UCSD', 'UNAVCO']",EOST,SPOTGINS,JMEL00HTI,POSITION
SPOTGINS_JMLI00NOR.ENU,2019-10-31T00:00:00Z,2025-06-25T23:59:59Z,2025-09-10T13:25:14Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JMLI00NOR/SPOTGINS_JMLI00NOR.enu,5.646246831191219,90.26634382566586,"['EPOS', 'NMA-CORS']",EOST,SPOTGINS,JMLI00NOR,POSITION
SPOTGINS_JMUB00NOR.ENU,2019-02-07T00:00:00Z,2025-06-25T23:59:59Z,2025-09-10T13:25:14Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JMUB00NOR/SPOTGINS_JMUB00NOR.enu,6.3806753048394045,87.46781115879828,"['EPOS', 'NMA-CORS']",EOST,SPOTGINS,JMUB00NOR,POSITION
SPOTGINS_JMUM00NOR.ENU,2019-08-28T00:00:00Z,2025-06-25T23:59:59Z,2025-09-10T13:25:14Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JMUM00NOR/SPOTGINS_JMUM00NOR.enu,5.81861735366441,91.35744480976985,"['EPOS', 'NMA-CORS']",EOST,SPOTGINS,JMUM00NOR,POSITION
SPOTGINS_JNAV00VNM.ENU,2016-04-05T00:00:00Z,2023-11-14T23:59:59Z,2024-11-02T17:30:01Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JNAV00VNM/SPOTGINS_JNAV00VNM.enu,7.602213064364844,37.423533645196116,"['APREF', 'UCSD']",EOST,SPOTGINS,JNAV00VNM,POSITION
SPOTGINS_JNSN00ATA.ENU,2009-12-30T00:00:00Z,2025-04-01T23:59:59Z,2025-05-30T15:11:58Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JNSN00ATA/SPOTGINS_JNSN00ATA.enu,15.254734168631328,60.096930533117934,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,JNSN00ATA,POSITION
SPOTGINS_JNU100USA.ENU,2003-02-09T00:00:00Z,2026-02-19T23:59:59Z,2026-04-08T10:22:21Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JNU100USA/SPOTGINS_JNU100USA.enu,23.030116326970365,93.83024251069901,"['NGS', 'SONEL', 'UCSD']",ULR,SPOTGINS,JNU100USA,POSITION
SPOTGINS_JOAN00ITA.ENU,2007-06-28T00:00:00Z,2025-05-31T23:59:59Z,2025-07-30T15:39:28Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOAN00ITA/SPOTGINS_JOAN00ITA.enu,17.911704280426903,96.36474721246373,"['EPOS', 'FReDNet', 'NFO_NITRO', 'UCSD']",EOST,SPOTGINS,JOAN00ITA,POSITION
SPOTGINS_JOE200FIN.ENU,2014-02-12T00:00:00Z,2025-06-30T23:59:59Z,2025-09-17T17:31:37Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOE200FIN/SPOTGINS_JOE200FIN.enu,11.375199603265141,99.3504931440943,"['EPN', 'EPOS', 'UCSD']",EOST,SPOTGINS,JOE200FIN,POSITION
SPOTGINS_JOEN00FIN.ENU,2000-05-04T00:00:00Z,2025-06-30T23:59:59Z,2025-09-17T17:31:37Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOEN00FIN/SPOTGINS_JOEN00FIN.enu,25.158795313965573,96.69133652590335,"['EPN', 'EPOS', 'UCSD']",EOST,SPOTGINS,JOEN00FIN,POSITION
SPOTGINS_JOGE00EST.ENU,2019-01-02T00:00:00Z,2025-04-30T23:59:59Z,2025-06-17T22:14:55Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOGE00EST/SPOTGINS_JOGE00EST.enu,6.328656139883895,90.30722630895715,"['EPOS', 'ESTPOS']",EOST,SPOTGINS,JOGE00EST,POSITION
SPOTGINS_JOI200FRA.ENU,2018-10-26T00:00:00Z,2025-12-28T23:59:59Z,2026-03-01T16:50:29Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOI200FRA/SPOTGINS_JOI200FRA.enu,7.172370490785104,99.54215948111408,"['EPOS', 'RGP', 'TERIA', 'UCSD']",OMP,SPOTGINS,JOI200FRA,POSITION
SPOTGINS_JOIN00FRA.ENU,2015-04-10T00:00:00Z,2018-10-25T23:59:59Z,2025-04-28T09:49:09Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOIN00FRA/SPOTGINS_JOIN00FRA.enu,3.5366187225898043,98.68725868725868,"['RGP', 'UCSD']",OMP,SPOTGINS,JOIN00FRA,POSITION
SPOTGINS_JON600SWE.ENU,2011-06-16T00:00:00Z,2025-05-31T23:59:59Z,2025-07-15T10:48:09Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JON600SWE/SPOTGINS_JON600SWE.enu,13.944558489872486,99.33320258874289,"['EPN', 'EPOS', 'UCSD']",EOST,SPOTGINS,JON600SWE,POSITION
SPOTGINS_JONZ00FRA.ENU,2015-12-09T00:00:00Z,2025-12-28T23:59:59Z,2026-03-01T18:04:06Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JONZ00FRA/SPOTGINS_JONZ00FRA.enu,10.054756984054555,98.25755513204464,"['EPOS', 'RGP', 'TERIA', 'UCSD']",OMP,SPOTGINS,JONZ00FRA,POSITION
SPOTGINS_JOPP00ITA.ENU,2006-09-06T00:00:00Z,2022-06-16T23:59:59Z,2025-07-30T15:39:28Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOPP00ITA/SPOTGINS_JOPP00ITA.enu,15.769336039496032,91.07948628948282,"['EPOS', 'RING']",EOST,SPOTGINS,JOPP00ITA,POSITION
SPOTGINS_JORD00CAN.ENU,2012-01-20T00:00:00Z,2024-12-31T23:59:59Z,2025-03-19T08:40:04Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JORD00CAN/SPOTGINS_JORD00CAN.enu,12.936344937511091,40.7399577167019,['UCSD'],EOST,SPOTGINS,JORD00CAN,POSITION
SPOTGINS_JOUR00NLD.ENU,2005-09-20T00:00:00Z,2025-06-30T23:59:59Z,2025-09-16T03:47:35Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOUR00NLD/SPOTGINS_JOUR00NLD.enu,19.769336039496032,98.74013567769624,['NETPOS'],EOST,SPOTGINS,JOUR00NLD,POSITION
SPOTGINS_JOUS00FRA.ENU,2018-11-29T00:00:00Z,2025-12-28T23:59:59Z,2026-03-01T18:45:27Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOUS00FRA/SPOTGINS_JOUS00FRA.enu,7.082135491925875,95.32276768457673,,OMP,SPOTGINS,JOUS00FRA,POSITION
SPOTGINS_JOUX00FRA.ENU,2000-05-12T00:00:00Z,2025-12-28T23:59:59Z,2026-02-12T07:41:18Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/JOUX00FRA/SPOTGINS_JOUX00FRA.enu,25.62137801987477,74.65285195471053,"['EPOS', 'RENAG', 'RGP', 'UCSD']",OMP,SPOTGINS,JOUX00FRA,POSITION
SPOTGINS_JOZ200POL.ENU,2002-10-24T00:00:00Z,2025-06-30T23:59:59Z,2025-09-18T20:52:41Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOZ200POL/SPOTGINS_JOZ200POL.enu,22.678986963520675,94.85817742908871,"['APREF', 'EPN', 'EPOS', 'IGS', 'UCSD']",EOST,SPOTGINS,JOZ200POL,POSITION
SPOTGINS_JOZE00POL.ENU,2000-05-04T00:00:00Z,2025-06-30T23:59:59Z,2025-09-18T20:52:42Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JOZE00POL/SPOTGINS_JOZE00POL.enu,25.158795313965573,95.05877231171092,"['APREF', 'EPN', 'EPOS', 'IGS', 'SONEL', 'UCSD']",EOST,SPOTGINS,JOZE00POL,POSITION
SPOTGINS_JPLM00USA.ENU,2000-05-04T00:00:00Z,2024-12-31T23:59:59Z,2025-04-16T18:54:12Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JPLM00USA/SPOTGINS_JPLM00USA.enu,24.651494378533222,98.07948490230906,"['APREF', 'IGS', 'NGS', 'SIRGAS', 'SONEL', 'UCSD', 'UNAVCO']",EOST,SPOTGINS,JPLM00USA,POSITION
SPOTGINS_JPNL00GBR.ENU,2024-07-05T00:00:00Z,2026-01-26T23:59:59Z,2026-04-08T09:52:47Z,,IGS20,GE,https://geodesy-plotter.ipgp.fr/data/JPNL00GBR/SPOTGINS_JPNL00GBR.enu,1.5529317501964661,89.31698774080562,"['SONEL', 'UCSD']",ULR,SPOTGINS,JPNL00GBR,POSITION
SPOTGINS_JRGN00CHL.ENU,2005-11-05T00:00:00Z,2024-04-09T23:59:59Z,2025-04-10T04:51:01Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JRGN00CHL/SPOTGINS_JRGN00CHL.enu,18.424480917433517,93.52154531946508,"['CSN', 'UCSD', 'UNAVCO']",EOST,SPOTGINS,JRGN00CHL,POSITION
SPOTGINS_JRO100USA.ENU,2000-05-04T00:00:00Z,2024-12-31T23:59:59Z,2025-04-16T18:54:12Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JRO100USA/SPOTGINS_JRO100USA.enu,24.651494378533222,76.47385366936828,"['UCSD', 'UNAVCO']",EOST,SPOTGINS,JRO100USA,POSITION
SPOTGINS_JRSN00BGD.ENU,2019-07-24T00:00:00Z,2025-03-01T23:59:59Z,2026-04-08T09:52:46Z,,IGS20,G,https://geodesy-plotter.ipgp.fr/data/JRSN00BGD/SPOTGINS_JRSN00BGD.enu,5.599475213577712,77.490234375,"['SONEL', 'UCSD', 'UNAVCO']",ULR,SPOTGINS,JRSN00BGD,POSITION
